image_path,image_filename,pill_name,shape,color,imprint
/content/drive/MyDrive/Feng497/Models/data/120/00172-2907-60_RXNAVIMAGE10_AA26D556.jpg,00172-2907-60_RXNAVIMAGE10_AA26D556.JPG,FUROSEMIDE 40 MG ORAL TABLET,ROUND,WHITE,2907;TEVA
/content/drive/MyDrive/Feng497/Models/data/120/00172-4366-60_RXNAVIMAGE10_7F26BFF5.jpg,00172-4366-60_RXNAVIMAGE10_7F26BFF5.JPG,LABETALOL HYDROCHLORIDE 300 MG ORAL TABLET,ROUND,GREEN,4366;TEVA
/content/drive/MyDrive/Feng497/Models/data/120/00093-2204-01_RXNAVIMAGE10_8426C266.jpg,00093-2204-01_RXNAVIMAGE10_8426C266.JPG,METOCLOPRAMIDE 5 MG ORAL TABLET,ROUND,WHITE,TV;2204
/content/drive/MyDrive/Feng497/Models/data/120/00093-5769-56_RXNAVIMAGE10_F227F97F.jpg,00093-5769-56_RXNAVIMAGE10_F227F97F.JPG,OLANZAPINE 7.5 MG ORAL TABLET,ROUND,WHITE,TEVA;5769
/content/drive/MyDrive/Feng497/Models/data/120/00172-4364-60_RXNAVIMAGE10_C527E2FF.jpg,00172-4364-60_RXNAVIMAGE10_C527E2FF.JPG,LABETALOL HYDROCHLORIDE 100 MG ORAL TABLET,ROUND,YELLOW,4364;TEVA
/content/drive/MyDrive/Feng497/Models/data/120/00172-4096-60_RXNAVIMAGE10_B726DBE6.jpg,00172-4096-60_RXNAVIMAGE10_B726DBE6.JPG,BACLOFEN 10 MG ORAL TABLET,ROUND,WHITE,4096;TV
/content/drive/MyDrive/Feng497/Models/data/120/00093-2203-01_RXNAVIMAGE10_CE27E77F.jpg,00093-2203-01_RXNAVIMAGE10_CE27E77F.JPG,METOCLOPRAMIDE 10 MG ORAL TABLET,ROUND,WHITE,TEVA;2203
/content/drive/MyDrive/Feng497/Models/data/120/00093-5289-56_RXNAVIMAGE10_9927CCDE.jpg,00093-5289-56_RXNAVIMAGE10_9927CCDE.JPG,VORICONAZOLE 50 MG ORAL TABLET,ROUND,WHITE,TEVA;5289
/content/drive/MyDrive/Feng497/Models/data/120/00172-2908-60_RXNAVIMAGE10_BC26DE56.jpg,00172-2908-60_RXNAVIMAGE10_BC26DE56.JPG,FUROSEMIDE 20 MG ORAL TABLET,ROUND,WHITE,2908;TEVA
/content/drive/MyDrive/Feng497/Models/data/120/00093-5770-56_RXNAVIMAGE10_E927F4FF.jpg,00093-5770-56_RXNAVIMAGE10_E927F4FF.JPG,OLANZAPINE 10 MG ORAL TABLET,ROUND,WHITE,TEVA;5770
/content/drive/MyDrive/Feng497/Models/data/120/00093-7152-98_RXNAVIMAGE10_EE27F76F.jpg,00093-7152-98_RXNAVIMAGE10_EE27F76F.JPG,SIMVASTATIN 5 MG ORAL TABLET,ROUND,YELLOW,7152;TV
/content/drive/MyDrive/Feng497/Models/data/120/00093-7426-56_RXNAVIMAGE10_DC27EE6F.jpg,00093-7426-56_RXNAVIMAGE10_DC27EE6F.JPG,MONTELUKAST 10 MG ORAL TABLET,ROUND,BROWN,TV;7426
/content/drive/MyDrive/Feng497/Models/data/120/00172-4365-60_RXNAVIMAGE10_1C280E70.jpg,00172-4365-60_RXNAVIMAGE10_1C280E70.JPG,LABETALOL HYDROCHLORIDE 200 MG ORAL TABLET,ROUND,WHITE,4365;TEVA
/content/drive/MyDrive/Feng497/Models/data/120/00093-0576-06_RXNAVIMAGE10_6026B005.jpg,00093-0576-06_RXNAVIMAGE10_6026B005.JPG,LOVASTATIN 20 MG ORAL TABLET,ROUND,BLUE,576;TEVA
/content/drive/MyDrive/Feng497/Models/data/120/00093-0054-01_RXNAVIMAGE10_7226B965.jpg,00093-0054-01_RXNAVIMAGE10_7226B965.JPG,BUSPIRONE HYDROCHLORIDE 10 MG ORAL TABLET,ROUND,WHITE,TEVA;54
/content/drive/MyDrive/Feng497/Models/data/120/00093-0928-06_RXNAVIMAGE10_6926B4E5.jpg,00093-0928-06_RXNAVIMAGE10_6926B4E5.JPG,LOVASTATIN 40 MG ORAL TABLET,ROUND,GREEN,928;TEVA
/content/drive/MyDrive/Feng497/Models/data/120/00093-7154-56_RXNAVIMAGE10_2C281650.jpg,00093-7154-56_RXNAVIMAGE10_2C281650.JPG,SIMVASTATIN 20 MG ORAL TABLET,ROUND,BROWN,7154;TV
/content/drive/MyDrive/Feng497/Models/data/120/00093-7153-56_RXNAVIMAGE10_E527F2EF.jpg,00093-7153-56_RXNAVIMAGE10_E527F2EF.JPG,SIMVASTATIN 10 MG ORAL TABLET,ROUND,PINK,7153;TV
/content/drive/MyDrive/Feng497/Models/data/120/00093-7201-98_RXNAVIMAGE10_D327E9EF.jpg,00093-7201-98_RXNAVIMAGE10_D327E9EF.JPG,PRAVASTATIN SODIUM 20 MG ORAL TABLET,ROUND,YELLOW,TEVA;7201
/content/drive/MyDrive/Feng497/Models/data/120/00093-7155-56_RXNAVIMAGE10_A227D15E.jpg,00093-7155-56_RXNAVIMAGE10_A227D15E.JPG,SIMVASTATIN 40 MG ORAL TABLET,ROUND,RED,7155;TV
/content/drive/MyDrive/Feng497/Models/data/120/00172-5729-60_RXNAVIMAGE10_092804E0.jpg,00172-5729-60_RXNAVIMAGE10_092804E0.JPG,FAMOTIDINE 40 MG ORAL TABLET,ROUND,BROWN,TEVA;5729
/content/drive/MyDrive/Feng497/Models/data/120/00172-3649-60_RXNAVIMAGE10_A126D0D6.jpg,00172-3649-60_RXNAVIMAGE10_A126D0D6.JPG,GLIPIZIDE 5 MG ORAL TABLET,ROUND,WHITE,9201;TEVA
/content/drive/MyDrive/Feng497/Models/data/120/00172-5728-60_RXNAVIMAGE10_9E27CF4E.jpg,00172-5728-60_RXNAVIMAGE10_9E27CF4E.JPG,FAMOTIDINE 20 MG ORAL TABLET,ROUND,BROWN,TEVA;5728
/content/drive/MyDrive/Feng497/Models/data/120/00172-2083-60_RXNAVIMAGE10_6426B215.jpg,00172-2083-60_RXNAVIMAGE10_6426B215.JPG,HYDROCHLOROTHIAZIDE 25 MG ORAL TABLET,ROUND,ORANGE,TEVA;2083
/content/drive/MyDrive/Feng497/Models/data/120/00093-0778-01_RXNAVIMAGE10_4D2926C9.jpg,00093-0778-01_RXNAVIMAGE10_4D2926C9.JPG,CARBAMAZEPINE 100 MG CHEWABLE TABLET,ROUND,PINK,93;93;778
/content/drive/MyDrive/Feng497/Models/data/120/00093-0233-56_RXNAVIMAGE10_1E2B0F08.jpg,00093-0233-56_RXNAVIMAGE10_1E2B0F08.JPG,ONDANSETRON 4 MG ORAL TABLET,ROUND,WHITE,93;233
/content/drive/MyDrive/Feng497/Models/data/120/00093-0314-01_RXNAVIMAGE10_222B1118.jpg,00093-0314-01_RXNAVIMAGE10_222B1118.JPG,KETOROLAC TROMETHAMINE 10 MG ORAL TABLET,ROUND,WHITE,93;314
/content/drive/MyDrive/Feng497/Models/data/120/00093-0948-01_RXNAVIMAGE10_272B1388.jpg,00093-0948-01_RXNAVIMAGE10_272B1388.JPG,DICLOFENAC POTASSIUM 50 MG ORAL TABLET,ROUND,ORANGE,93;948
/content/drive/MyDrive/Feng497/Models/data/120/00093-0308-01_RXNAVIMAGE10_342B1A18.jpg,00093-0308-01_RXNAVIMAGE10_342B1A18.JPG,CLEMASTINE FUMARATE 2.68 MG ORAL TABLET,ROUND,WHITE,93;308
/content/drive/MyDrive/Feng497/Models/data/120/00093-0782-56_RXNAVIMAGE10_392B1C88.jpg,00093-0782-56_RXNAVIMAGE10_392B1C88.JPG,TAMOXIFEN 20 MG ORAL TABLET,ROUND,WHITE,93;782
/content/drive/MyDrive/Feng497/Models/data/120/00093-7236-56_RXNAVIMAGE10_422B2109.jpg,00093-7236-56_RXNAVIMAGE10_422B2109.JPG,ONDANSETRON 8 MG ORAL TABLET,ROUND,YELLOW,93;7236
/content/drive/MyDrive/Feng497/Models/data/120/00093-0318-01_RXNAVIMAGE10_462B2319.jpg,00093-0318-01_RXNAVIMAGE10_462B2319.JPG,DILTIAZEM HYDROCHLORIDE 30 MG ORAL TABLET,ROUND,ORANGE,93;318
/content/drive/MyDrive/Feng497/Models/data/120/00093-0711-01_RXNAVIMAGE10_7E2B3F69.jpg,00093-0711-01_RXNAVIMAGE10_7E2B3F69.JPG,FLURBIPROFEN 100 MG ORAL TABLET,ROUND,BLUE,93;711
/content/drive/MyDrive/Feng497/Models/data/120/00093-0319-01_RXNAVIMAGE10_792B3CF9.jpg,00093-0319-01_RXNAVIMAGE10_792B3CF9.JPG,DILTIAZEM HYDROCHLORIDE 60 MG ORAL TABLET,ROUND,ORANGE,93;319
/content/drive/MyDrive/Feng497/Models/data/120/00093-0734-01_RXNAVIMAGE10_6C2B3609.jpg,00093-0734-01_RXNAVIMAGE10_6C2B3609.JPG,METOPROLOL TARTRATE 100 MG ORAL TABLET,ROUND,BLUE,93;734
/content/drive/MyDrive/Feng497/Models/data/120/00093-0733-01_RXNAVIMAGE10_672B3399.jpg,00093-0733-01_RXNAVIMAGE10_672B3399.JPG,METOPROLOL TARTRATE 50 MG ORAL TABLET,ROUND,PINK,93;733
/content/drive/MyDrive/Feng497/Models/data/120/00093-2046-56_RXNAVIMAGE10_EE29773B.jpg,00093-2046-56_RXNAVIMAGE10_EE29773B.JPG,PIOGLITAZONE 45 MG ORAL TABLET,ROUND,WHITE,ACTOS;45
/content/drive/MyDrive/Feng497/Models/data/120/00093-2047-56_RXNAVIMAGE10_EA29752B.jpg,00093-2047-56_RXNAVIMAGE10_EA29752B.JPG,PIOGLITAZONE 30 MG ORAL TABLET,ROUND,WHITE,ACTOS;30
/content/drive/MyDrive/Feng497/Models/data/120/00093-2055-06_RXNAVIMAGE10_B12B588A.jpg,00093-2055-06_RXNAVIMAGE10_B12B588A.JPG,TOLTERODINE TARTRATE 2 MG ORAL TABLET,ROUND,WHITE,DT
/content/drive/MyDrive/Feng497/Models/data/120/00093-2931-01_RXNAVIMAGE10_4A2B2559.jpg,00093-2931-01_RXNAVIMAGE10_4A2B2559.JPG,METHYLDOPA 250 MG ORAL TABLET,ROUND,WHITE,N;11
/content/drive/MyDrive/Feng497/Models/data/120/00093-2929-01_RXNAVIMAGE10_E52972BB.jpg,00093-2929-01_RXNAVIMAGE10_E52972BB.JPG,CYPROHEPTADINE HYDROCHLORIDE 4 MG ORAL TABLET,ROUND,WHITE,2929;93
/content/drive/MyDrive/Feng497/Models/data/120/00093-1177-01_RXNAVIMAGE10_4F2B27C9.jpg,00093-1177-01_RXNAVIMAGE10_4F2B27C9.JPG,NEOMYCIN SULFATE 500 MG ORAL TABLET,ROUND,WHITE,93;1177
/content/drive/MyDrive/Feng497/Models/data/120/00093-0041-65_RXNAVIMAGE10_F7297BBB.jpg,00093-0041-65_RXNAVIMAGE10_F7297BBB.JPG,CLOMIPHENE CITRATE 50 MG ORAL TABLET,ROUND,WHITE,93;41
/content/drive/MyDrive/Feng497/Models/data/120/00093-0147-01_RXNAVIMAGE10_212990BC.jpg,00093-0147-01_RXNAVIMAGE10_212990BC.JPG,NAPROXEN 250 MG ORAL TABLET,ROUND,RED,93;147
/content/drive/MyDrive/Feng497/Models/data/120/00093-7167-98_RXNAVIMAGE10_6129B0CD.jpg,00093-7167-98_RXNAVIMAGE10_6129B0CD.JPG,AMLODIPINE 5 MG ORAL TABLET,ROUND,WHITE,93;7167
/content/drive/MyDrive/Feng497/Models/data/120/00093-7168-98_RXNAVIMAGE10_4229A13D.jpg,00093-7168-98_RXNAVIMAGE10_4229A13D.JPG,AMLODIPINE 10 MG ORAL TABLET,ROUND,WHITE,93;7168
/content/drive/MyDrive/Feng497/Models/data/120/00093-0090-01_RXNAVIMAGE10_F32979AB.jpg,00093-0090-01_RXNAVIMAGE10_F32979AB.JPG,CARBAMAZEPINE 200 MG ORAL TABLET [EPITOL],ROUND,WHITE,EPITOL;93;93
/content/drive/MyDrive/Feng497/Models/data/120/00093-0083-98_RXNAVIMAGE10_3B299DDC.jpg,00093-0083-98_RXNAVIMAGE10_3B299DDC.JPG,AMLODIPINE 2.5 MG ORAL TABLET,ROUND,WHITE,93;83
/content/drive/MyDrive/Feng497/Models/data/120/00093-0220-56_RXNAVIMAGE10_37299BCC.jpg,00093-0220-56_RXNAVIMAGE10_37299BCC.JPG,BICALUTAMIDE 50 MG ORAL TABLET,ROUND,WHITE,93;220
/content/drive/MyDrive/Feng497/Models/data/120/00093-0688-01_RXNAVIMAGE10_3229995C.jpg,00093-0688-01_RXNAVIMAGE10_3229995C.JPG,LAMOTRIGINE 5 MG CHEWABLE TABLET,ROUND,WHITE,93;688
/content/drive/MyDrive/Feng497/Models/data/120/00093-1041-01_RXNAVIMAGE10_C429E27F.jpg,00093-1041-01_RXNAVIMAGE10_C429E27F.JPG,24 HR DICLOFENAC SODIUM 100 MG EXTENDED RELEASE ORAL TABLET,ROUND,PINK,93;1041
/content/drive/MyDrive/Feng497/Models/data/120/00093-0900-01_RXNAVIMAGE10_5A292D59.jpg,00093-0900-01_RXNAVIMAGE10_5A292D59.JPG,KETOCONAZOLE 200 MG ORAL TABLET,ROUND,WHITE,93;900
/content/drive/MyDrive/Feng497/Models/data/120/00093-1077-01_RXNAVIMAGE10_60293059.jpg,00093-1077-01_RXNAVIMAGE10_60293059.JPG,CEFPROZIL 250 MG ORAL TABLET,ROUND,ORANGE,93;1077
/content/drive/MyDrive/Feng497/Models/data/120/00093-0983-01_RXNAVIMAGE10_7A29BD5D.jpg,00093-0983-01_RXNAVIMAGE10_7A29BD5D.JPG,NYSTATIN 500000 UNT ORAL TABLET,ROUND,BROWN,93;983
/content/drive/MyDrive/Feng497/Models/data/120/00093-7240-06_RXNAVIMAGE10_7F293FE9.jpg,00093-7240-06_RXNAVIMAGE10_7F293FE9.JPG,RISPERIDONE 1 MG ORAL TABLET,ROUND,WHITE,93;7240
/content/drive/MyDrive/Feng497/Models/data/120/00093-0221-06_RXNAVIMAGE10_9F294FDA.jpg,00093-0221-06_RXNAVIMAGE10_9F294FDA.JPG,RISPERIDONE 0.25 MG ORAL TABLET,ROUND,YELLOW,93;221
/content/drive/MyDrive/Feng497/Models/data/120/00093-7382-01_RXNAVIMAGE10_64293269.jpg,00093-7382-01_RXNAVIMAGE10_64293269.JPG,VENLAFAXINE 75 MG ORAL TABLET,ROUND,ORANGE,9;3;7382
/content/drive/MyDrive/Feng497/Models/data/120/00093-0173-56_RXNAVIMAGE10_A429524A.jpg,00093-0173-56_RXNAVIMAGE10_A429524A.JPG,LEFLUNOMIDE 10 MG ORAL TABLET,ROUND,WHITE,173;93
/content/drive/MyDrive/Feng497/Models/data/120/00093-0174-56_RXNAVIMAGE10_96294B5A.jpg,00093-0174-56_RXNAVIMAGE10_96294B5A.JPG,LEFLUNOMIDE 20 MG ORAL TABLET,ROUND,YELLOW,174;93
/content/drive/MyDrive/Feng497/Models/data/120/00093-7243-06_RXNAVIMAGE10_7B293DD9.jpg,00093-7243-06_RXNAVIMAGE10_7B293DD9.JPG,RISPERIDONE 4 MG ORAL TABLET,ROUND,GREEN,93;7243
/content/drive/MyDrive/Feng497/Models/data/120/00093-7380-01_RXNAVIMAGE10_B12958DA.jpg,00093-7380-01_RXNAVIMAGE10_B12958DA.JPG,VENLAFAXINE 37.5 MG ORAL TABLET,ROUND,ORANGE,9;3;7380
/content/drive/MyDrive/Feng497/Models/data/120/50111-0308-01_RXNAVIMAGE10_94294A3A.jpg,50111-0308-01_RXNAVIMAGE10_94294A3A.JPG,HYDROXYZINE HYDROCHLORIDE 25 MG ORAL TABLET,ROUND,WHITE,PA;308
/content/drive/MyDrive/Feng497/Models/data/120/00093-0225-06_RXNAVIMAGE10_8D2946DA.jpg,00093-0225-06_RXNAVIMAGE10_8D2946DA.JPG,RISPERIDONE 0.5 MG ORAL TABLET,ROUND,RED,93;225
/content/drive/MyDrive/Feng497/Models/data/120/00093-7241-06_RXNAVIMAGE10_8B2945BA.jpg,00093-7241-06_RXNAVIMAGE10_8B2945BA.JPG,RISPERIDONE 2 MG ORAL TABLET,ROUND,ORANGE,93;7241
/content/drive/MyDrive/Feng497/Models/data/120/00093-7242-06_RXNAVIMAGE10_76293B69.jpg,00093-7242-06_RXNAVIMAGE10_76293B69.JPG,RISPERIDONE 3 MG ORAL TABLET,ROUND,YELLOW,93;7242
/content/drive/MyDrive/Feng497/Models/data/120/50111-0309-01_RXNAVIMAGE10_8629434A.jpg,50111-0309-01_RXNAVIMAGE10_8629434A.JPG,HYDROXYZINE HYDROCHLORIDE 50 MG ORAL TABLET,ROUND,WHITE,TV;309
/content/drive/MyDrive/Feng497/Models/data/120/00093-7383-01_RXNAVIMAGE10_56292B49.jpg,00093-7383-01_RXNAVIMAGE10_56292B49.JPG,VENLAFAXINE 100 MG ORAL TABLET,ROUND,ORANGE,9;3;7383
/content/drive/MyDrive/Feng497/Models/data/120/50111-0307-01_RXNAVIMAGE10_8429422A.jpg,50111-0307-01_RXNAVIMAGE10_8429422A.JPG,HYDROXYZINE HYDROCHLORIDE 10 MG ORAL TABLET,ROUND,WHITE,TV;307
/content/drive/MyDrive/Feng497/Models/data/120/00093-7381-01_RXNAVIMAGE10_512928D9.jpg,00093-7381-01_RXNAVIMAGE10_512928D9.JPG,VENLAFAXINE 50 MG ORAL TABLET,ROUND,ORANGE,9;3;7381
/content/drive/MyDrive/Feng497/Models/data/120/00093-2158-01_RXNAVIMAGE10_5A2B2D69.jpg,00093-2158-01_RXNAVIMAGE10_5A2B2D69.JPG,TRIMETHOPRIM 100 MG ORAL TABLET,ROUND,WHITE,9;3;21;58
/content/drive/MyDrive/Feng497/Models/data/120/00093-2048-56_RXNAVIMAGE10_632B3189.jpg,00093-2048-56_RXNAVIMAGE10_632B3189.JPG,PIOGLITAZONE 15 MG ORAL TABLET,ROUND,WHITE,ACTOS;15
/content/drive/MyDrive/Feng497/Models/data/120/00093-5852-01_RXNAVIMAGE10_512BA8FD.jpg,00093-5852-01_RXNAVIMAGE10_512BA8FD.JPG,ESCITALOPRAM 20 MG ORAL TABLET,ROUND,WHITE,5852;20
/content/drive/MyDrive/Feng497/Models/data/120/00093-5206-01_RXNAVIMAGE10_682BB40D.jpg,00093-5206-01_RXNAVIMAGE10_682BB40D.JPG,24 HR OXYBUTYNIN CHLORIDE 5 MG EXTENDED RELEASE ORAL TABLET,ROUND,PURPLE,G;341
/content/drive/MyDrive/Feng497/Models/data/120/00093-7115-98_RXNAVIMAGE10_732BB9AD.jpg,00093-7115-98_RXNAVIMAGE10_732BB9AD.JPG,PAROXETINE HYDROCHLORIDE 20 MG ORAL TABLET,ROUND,PINK,9;3;7115
/content/drive/MyDrive/Feng497/Models/data/120/00093-7121-98_RXNAVIMAGE10_5D2BAE9D.jpg,00093-7121-98_RXNAVIMAGE10_5D2BAE9D.JPG,PAROXETINE HYDROCHLORIDE 40 MG ORAL TABLET,ROUND,GREEN,93;7121
/content/drive/MyDrive/Feng497/Models/data/120/00093-5207-01_RXNAVIMAGE10_782BBC1D.jpg,00093-5207-01_RXNAVIMAGE10_782BBC1D.JPG,24 HR OXYBUTYNIN CHLORIDE 10 MG EXTENDED RELEASE ORAL TABLET,ROUND,PINK,G;342
/content/drive/MyDrive/Feng497/Models/data/120/00093-5851-01_RXNAVIMAGE10_812BC09E.jpg,00093-5851-01_RXNAVIMAGE10_812BC09E.JPG,ESCITALOPRAM 10 MG ORAL TABLET,ROUND,WHITE,5851;10
/content/drive/MyDrive/Feng497/Models/data/120/00093-7114-98_RXNAVIMAGE10_8A2BC51E.jpg,00093-7114-98_RXNAVIMAGE10_8A2BC51E.JPG,PAROXETINE HYDROCHLORIDE 10 MG ORAL TABLET,ROUND,YELLOW,9;3;7114
/content/drive/MyDrive/Feng497/Models/data/120/00093-5208-01_RXNAVIMAGE10_7C2BBE2D.jpg,00093-5208-01_RXNAVIMAGE10_7C2BBE2D.JPG,24 HR OXYBUTYNIN CHLORIDE 15 MG EXTENDED RELEASE ORAL TABLET,ROUND,WHITE,G;343
/content/drive/MyDrive/Feng497/Models/data/120/00093-5850-01_RXNAVIMAGE10_852BC2AE.jpg,00093-5850-01_RXNAVIMAGE10_852BC2AE.JPG,ESCITALOPRAM 5 MG ORAL TABLET,ROUND,WHITE,5850;5
/content/drive/MyDrive/Feng497/Models/data/120/00093-7116-98_RXNAVIMAGE10_6F2BB79D.jpg,00093-7116-98_RXNAVIMAGE10_6F2BB79D.JPG,PAROXETINE HYDROCHLORIDE 30 MG ORAL TABLET,ROUND,BLUE,93;7116
/content/drive/MyDrive/Feng497/Models/data/120/00555-0484-01_RXNAVIMAGE10_092B84CC.jpg,00555-0484-01_RXNAVIMAGE10_092B84CC.JPG,LEUCOVORIN 5 MG ORAL TABLET,ROUND,WHITE,B;484
/content/drive/MyDrive/Feng497/Models/data/120/00182-1061-05_RXNAVIMAGE10_042B825C.jpg,00182-1061-05_RXNAVIMAGE10_042B825C.JPG,ASPIRIN 81 MG DELAYED RELEASE ORAL TABLET,ROUND,YELLOW,
/content/drive/MyDrive/Feng497/Models/data/120/00555-0485-27_RXNAVIMAGE10_0D2B86DC.jpg,00555-0485-27_RXNAVIMAGE10_0D2B86DC.JPG,LEUCOVORIN 25 MG ORAL TABLET,ROUND,GREEN,B;485
/content/drive/MyDrive/Feng497/Models/data/120/00555-0252-02_RXNAVIMAGE10_162B8B5C.jpg,00555-0252-02_RXNAVIMAGE10_162B8B5C.JPG,DIPYRIDAMOLE 25 MG ORAL TABLET,ROUND,WHITE,B;252
/content/drive/MyDrive/Feng497/Models/data/120/00555-0138-09_RXNAVIMAGE10_122B894C.jpg,00555-0138-09_RXNAVIMAGE10_122B894C.JPG,GALANTAMINE 4 MG ORAL TABLET,ROUND,YELLOW,B4;138
/content/drive/MyDrive/Feng497/Models/data/120/00555-0066-02_RXNAVIMAGE10_C82B642B.jpg,00555-0066-02_RXNAVIMAGE10_C82B642B.JPG,ISONIAZID 100 MG ORAL TABLET,ROUND,WHITE,B;066;100
/content/drive/MyDrive/Feng497/Models/data/120/00555-0483-02_RXNAVIMAGE10_002B804C.jpg,00555-0483-02_RXNAVIMAGE10_002B804C.JPG,AMILORIDE HYDROCHLORIDE 5 MG / HYDROCHLOROTHIAZIDE 50 MG ORAL TABLET,ROUND,YELLOW,555;483;BARR
/content/drive/MyDrive/Feng497/Models/data/120/00555-0286-02_RXNAVIMAGE10_F92B7CEB.jpg,00555-0286-02_RXNAVIMAGE10_F92B7CEB.JPG,DIPYRIDAMOLE 75 MG ORAL TABLET,ROUND,WHITE,BARR;286
/content/drive/MyDrive/Feng497/Models/data/120/00555-0285-02_RXNAVIMAGE10_F52B7AAB.jpg,00555-0285-02_RXNAVIMAGE10_F52B7AAB.JPG,DIPYRIDAMOLE 50 MG ORAL TABLET,ROUND,WHITE,B;285
/content/drive/MyDrive/Feng497/Models/data/120/00555-0139-09_RXNAVIMAGE10_EE2B774B.jpg,00555-0139-09_RXNAVIMAGE10_EE2B774B.JPG,GALANTAMINE 8 MG ORAL TABLET,ROUND,PINK,B8;139
/content/drive/MyDrive/Feng497/Models/data/120/00555-0140-09_RXNAVIMAGE10_EE2B771B.jpg,00555-0140-09_RXNAVIMAGE10_EE2B771B.JPG,GALANTAMINE 12 MG ORAL TABLET,ROUND,RED,B12;140
/content/drive/MyDrive/Feng497/Models/data/120/00093-5061-01_RXNAVIMAGE10_7C2D3E29.jpg,00093-5061-01_RXNAVIMAGE10_7C2D3E29.JPG,HYDROXYZINE HYDROCHLORIDE 25 MG ORAL TABLET,ROUND,WHITE,TV;308
/content/drive/MyDrive/Feng497/Models/data/120/00093-5501-01_RXNAVIMAGE10_CF2D679B.jpg,00093-5501-01_RXNAVIMAGE10_CF2D679B.JPG,12 HR BUPROPION HYDROCHLORIDE 100 MG EXTENDED RELEASE ORAL TABLET [BUDEPRION],ROUND,YELLOW,G;2442
/content/drive/MyDrive/Feng497/Models/data/120/00093-5502-01_RXNAVIMAGE10_742DBA1D.jpg,00093-5502-01_RXNAVIMAGE10_742DBA1D.JPG,12 HR BUPROPION HYDROCHLORIDE 150 MG EXTENDED RELEASE ORAL TABLET [BUDEPRION],ROUND,YELLOW,G;2444
/content/drive/MyDrive/Feng497/Models/data/120/00093-5062-05_RXNAVIMAGE10_942D4A5A.jpg,00093-5062-05_RXNAVIMAGE10_942D4A5A.JPG,HYDROXYZINE HYDROCHLORIDE 50 MG ORAL TABLET,ROUND,WHITE,TV;309
/content/drive/MyDrive/Feng497/Models/data/120/00093-5703-01_RXNAVIMAGE10_7D2DBE9D.jpg,00093-5703-01_RXNAVIMAGE10_7D2DBE9D.JPG,SMOKING CESSATION 12 HR BUPROPION HYDROCHLORIDE 150 MG EXTENDED RELEASE ORAL TABLET [BUPROBAN],ROUND,YELLOW,G;2444
/content/drive/MyDrive/Feng497/Models/data/120/00093-5271-56_RXNAVIMAGE10_EB2D75AB.jpg,00093-5271-56_RXNAVIMAGE10_EB2D75AB.JPG,BISOPROLOL FUMARATE 10 MG ORAL TABLET,ROUND,WHITE,93;5271
/content/drive/MyDrive/Feng497/Models/data/120/68546-0229-56_RXNAVIMAGE10_402D2059.jpg,68546-0229-56_RXNAVIMAGE10_402D2059.JPG,RASAGILINE 1 MG ORAL TABLET [AZILECT],ROUND,WHITE,GIL;1
/content/drive/MyDrive/Feng497/Models/data/120/63459-0402-30_RXNAVIMAGE10_AB2D559A.jpg,63459-0402-30_RXNAVIMAGE10_AB2D559A.JPG,TIAGABINE HYDROCHLORIDE 2 MG ORAL TABLET [GABITRIL],ROUND,ORANGE,C;402
/content/drive/MyDrive/Feng497/Models/data/120/63459-0404-30_RXNAVIMAGE10_A72D538A.jpg,63459-0404-30_RXNAVIMAGE10_A72D538A.JPG,TIAGABINE HYDROCHLORIDE 4 MG ORAL TABLET [GABITRIL],ROUND,YELLOW,C;404
/content/drive/MyDrive/Feng497/Models/data/120/00093-3010-84_RXNAVIMAGE10_F72CFBF7.jpg,00093-3010-84_RXNAVIMAGE10_F72CFBF7.JPG,CLOZAPINE 100 MG DISINTEGRATING ORAL TABLET,ROUND,YELLOW,A08
/content/drive/MyDrive/Feng497/Models/data/120/00093-4404-01_RXNAVIMAGE10_372D1BD8.jpg,00093-4404-01_RXNAVIMAGE10_372D1BD8.JPG,CLOZAPINE 50 MG ORAL TABLET,ROUND,YELLOW,4404;50
/content/drive/MyDrive/Feng497/Models/data/120/00093-4235-01_RXNAVIMAGE10_222D910C.jpg,00093-4235-01_RXNAVIMAGE10_222D910C.JPG,NADOLOL 20 MG ORAL TABLET,ROUND,WHITE,20;Z;4235
/content/drive/MyDrive/Feng497/Models/data/120/00093-4233-01_RXNAVIMAGE10_322D1908.jpg,00093-4233-01_RXNAVIMAGE10_322D1908.JPG,BUMETANIDE 1 MG ORAL TABLET,ROUND,YELLOW,1;Z;4233
/content/drive/MyDrive/Feng497/Models/data/120/00093-4232-01_RXNAVIMAGE10_2D2D16F8.jpg,00093-4232-01_RXNAVIMAGE10_2D2D16F8.JPG,BUMETANIDE 0.5 MG ORAL TABLET,ROUND,GREEN,0;5;Z;4232
/content/drive/MyDrive/Feng497/Models/data/120/00093-4236-01_RXNAVIMAGE10_262D937C.jpg,00093-4236-01_RXNAVIMAGE10_262D937C.JPG,NADOLOL 40 MG ORAL TABLET,ROUND,WHITE,40;Z;4236
/content/drive/MyDrive/Feng497/Models/data/120/00093-4237-01_RXNAVIMAGE10_2B2D958C.jpg,00093-4237-01_RXNAVIMAGE10_2B2D958C.JPG,NADOLOL 80 MG ORAL TABLET,ROUND,WHITE,80;Z;4237
